filename,fold,duration,source_file,start_time,end_time,rms_level,peak_level,spectral_centroid,path
102853-8-0-0.wav,7,4.000020833333333,102853,0.0,4.0,0.20695023,1.0,2118.694859029891,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102853-8-0-0.wav
102853-8-0-1.wav,7,4.000020833333333,102853,0.5,4.5,0.061335392,1.0,2174.850160046742,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102853-8-0-1.wav
102853-8-0-2.wav,7,4.000020833333333,102853,1.0,5.0,0.053391546,1.0,2287.7331587383806,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102853-8-0-2.wav
102853-8-0-3.wav,7,4.000020833333333,102853,1.5,5.5,0.16996822,1.0,2599.8969764998046,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102853-8-0-3.wav
102853-8-0-4.wav,7,4.000020833333333,102853,2.0,6.0,0.14961715,1.0,3300.1503196220456,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102853-8-0-4.wav
102853-8-0-5.wav,7,4.000020833333333,102853,2.5,6.5,0.15101136,1.0,3251.8256554498034,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102853-8-0-5.wav
102853-8-0-6.wav,7,4.000020833333333,102853,3.0,7.0,0.17137684,1.0,2613.955569743955,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102853-8-0-6.wav
102853-8-1-0.wav,7,4.000020833333333,102853,27.214044,31.214044,0.22831188,1.0,2206.868014906578,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102853-8-1-0.wav
102871-8-0-0.wav,2,4.000020833333333,102871,0.0,4.0,0.22239016,1.0,1923.2153640077645,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102871-8-0-0.wav
102871-8-0-1.wav,2,4.000020833333333,102871,0.5,4.5,0.19799751,1.0,1936.9618288857437,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102871-8-0-1.wav
102871-8-0-10.wav,2,4.000020833333333,102871,5.0,9.0,0.20643897,1.0,1893.443518845549,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102871-8-0-10.wav
102871-8-0-11.wav,2,4.000020833333333,102871,5.5,9.5,0.21483783,1.0,1861.4752203388161,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102871-8-0-11.wav
102871-8-0-12.wav,2,4.000020833333333,102871,6.0,10.0,0.21466488,1.0,1852.113523882485,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102871-8-0-12.wav
102871-8-0-13.wav,2,4.000020833333333,102871,6.5,10.5,0.19278713,1.0,1883.207175366924,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102871-8-0-13.wav
102871-8-0-14.wav,2,4.000020833333333,102871,7.0,11.0,0.22469383,1.0,2042.939352785569,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102871-8-0-14.wav
102871-8-0-15.wav,2,4.000020833333333,102871,7.5,11.5,0.2089884,1.0,2121.6818239276677,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102871-8-0-15.wav
102871-8-0-2.wav,2,4.000020833333333,102871,1.0,5.0,0.19419393,1.0,1960.8543776539511,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102871-8-0-2.wav
102871-8-0-3.wav,2,4.000020833333333,102871,1.5,5.5,0.16049139,1.0,1995.8105148133925,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102871-8-0-3.wav
102871-8-0-4.wav,2,4.000020833333333,102871,2.0,6.0,0.16355768,1.0,1972.7505884440197,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102871-8-0-4.wav
102871-8-0-5.wav,2,4.000020833333333,102871,2.5,6.5,0.1794138,1.0,1985.6457763020949,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102871-8-0-5.wav
102871-8-0-6.wav,2,4.000020833333333,102871,3.0,7.0,0.2155962,1.0,1973.697540955856,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102871-8-0-6.wav
102871-8-0-7.wav,2,4.000020833333333,102871,3.5,7.5,0.22829437,1.0,1993.1259457750612,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102871-8-0-7.wav
102871-8-0-8.wav,2,4.000020833333333,102871,4.0,8.0,0.20585826,1.0,1977.0672057307836,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102871-8-0-8.wav
102871-8-0-9.wav,2,4.000020833333333,102871,4.5,8.5,0.21088032,1.0,1930.2898040586163,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/102871-8-0-9.wav
105289-8-0-0.wav,7,4.000020833333333,105289,26.31554,30.31554,0.17933519,1.0,2249.785046199164,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-0-0.wav
105289-8-0-1.wav,7,4.000020833333333,105289,26.81554,30.81554,0.23362897,1.0,1603.1065044820732,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-0-1.wav
105289-8-0-2.wav,7,4.000020833333333,105289,27.31554,31.31554,0.24427828,1.0,1667.1698777395652,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-0-2.wav
105289-8-0-3.wav,7,4.000020833333333,105289,27.81554,31.81554,0.32151508,1.0,1691.9800286986876,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-0-3.wav
105289-8-0-4.wav,7,4.000020833333333,105289,28.31554,32.31554,0.3224572,1.0,1678.5631554396384,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-0-4.wav
105289-8-0-5.wav,7,4.000020833333333,105289,28.81554,32.81554,0.28051788,1.0,1601.416025570573,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-0-5.wav
105289-8-1-0.wav,7,4.000020833333333,105289,40.426771,44.426771,0.19923224,1.0,1552.631082557746,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-1-0.wav
105289-8-1-1.wav,7,4.000020833333333,105289,40.926771,44.926771,0.13052164,1.0,2175.2651808394385,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-1-1.wav
105289-8-1-2.wav,7,4.000020833333333,105289,41.426771,45.426771,0.15546767,1.0,2710.647173275261,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-1-2.wav
105289-8-1-3.wav,7,4.000020833333333,105289,41.926771,45.926771,0.17736992,1.0,2437.3762610762,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-1-3.wav
105289-8-1-4.wav,7,4.000020833333333,105289,42.426771,46.426771,0.2953407,1.0,2172.676015294972,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-1-4.wav
105289-8-2-0.wav,7,4.000020833333333,105289,53.012464,57.012464,0.15314189,1.0,1770.543833186391,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-2-0.wav
105289-8-2-1.wav,7,4.000020833333333,105289,53.512464,57.512464,0.20587505,1.0,2155.6606692307873,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-2-1.wav
105289-8-2-2.wav,7,4.000020833333333,105289,54.012464,58.012464,0.21423759,1.0,2930.9376623359435,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-2-2.wav
105289-8-2-3.wav,7,4.000020833333333,105289,54.512464,58.512464,0.17472361,1.0,3505.432641580228,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-2-3.wav
105289-8-2-4.wav,7,4.000020833333333,105289,55.012464,59.012464,0.18396814,1.0,3854.3547080865915,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-2-4.wav
105289-8-2-5.wav,7,4.000020833333333,105289,55.512464,59.512464,0.1905957,1.0,4358.464693457451,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-2-5.wav
105289-8-2-6.wav,7,4.000020833333333,105289,56.012464,60.012464,0.20098162,1.0,3602.16477539556,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-2-6.wav
105289-8-2-7.wav,7,4.000020833333333,105289,56.512464,60.512464,0.1799189,1.0,2679.021379861747,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/105289-8-2-7.wav
106905-8-0-0.wav,1,4.000020833333333,106905,43.636489,47.636489,0.16927494,1.0,3000.19781063848,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/106905-8-0-0.wav
106905-8-0-1.wav,1,4.000020833333333,106905,44.136489,48.136489,0.17714494,1.0,2614.604181732617,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/106905-8-0-1.wav
106905-8-0-2.wav,1,4.000020833333333,106905,44.636489,48.636489,0.20941024,1.0,2341.291436466636,/Users/calodii/Desktop/stuff/home/threed-audio/final/aural-alert/extracted_sirens/106905-8-0-2.wav
